User,Tweet,Time,Location,Tweet-url
Donald J. Trump,"Tom Homan, fmr ICE Director: “There is nobody that has done more for border security & public safety than President Trump. I’ve worked for six presidents, and I respect them all, but nobody has done more than this Administration & President Trump, that’s just a stone cold fact!”",Sun Jul 29 11:31:52 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023531550690955264
Donald J. Trump,"Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan. There must be something wrong, please recheck that poll!",Sun Jul 29 11:44:00 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023534604148518912
Donald J. Trump,Do you think the Fake News Media will ever report on this tweet from Michael? https://t.co/kXLCKZO5Fr,Sun Jul 29 11:52:49 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023536822901776384
Donald J. Trump,"RT @realDonaldTrump: The only things the Democrats do well is “Resist,” which is their campaign slogan, and “Obstruct.” Cryin’ Chuck Schume…",Sun Jul 29 11:59:30 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023538506164039682
Donald J. Trump,"RT @realDonaldTrump: Democrats, who want Open Borders and care little about Crime, are incompetent, but they have the Fake News Media almos…",Sun Jul 29 11:59:26 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023538486081662976
Donald J. Trump,"Please understand, there are consequences when people cross our Border illegally, whether they have children or not - and many are just using children for their own sinister purposes. Congress must act on fixing the DUMBEST & WORST immigration laws anywhere in the world! Vote “R”",Sun Jul 29 11:58:09 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023538164298858497
Donald J. Trump,RT @realDonaldTrump: Congressman David Kustoff has been a champion for the Trump Agenda - I greatly appreciate his support. David is strong…,Sun Jul 29 12:00:13 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023538682849107968
Donald J. Trump,"Had a very good and interesting meeting at the White House with A.G. Sulzberger, Publisher of the New York Times. Spent much time talking about the vast amounts of Fake News being put out by the media & how that Fake News has morphed into phrase, “Enemy of the People.” Sad!",Sun Jul 29 12:30:04 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023546197129224192
Donald J. Trump,"The biggest and best results coming out of the good GDP report was that the quarterly Trade Deficit has been reduced by $52 Billion and, of course, the historically low unemployment numbers, especially for African Americans, Hispanics, Asians and Women.",Sun Jul 29 12:42:52 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023549416446279680
Donald J. Trump,"I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security, which includes the Wall! Must get rid of Lottery, Catch & Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!",Sun Jul 29 13:13:59 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023557246628900864
Donald J. Trump,"...dying newspaper industry. No matter how much they try to distract and cover it up, our country is making great progress under my leadership and I will never stop fighting for the American people! As an example, the failing New York Times...",Sun Jul 29 19:09:18 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023646668179296257
Donald J. Trump,...and the Amazon Washington Post do nothing but write bad stories even on very positive achievements - and they will never change!,Sun Jul 29 19:09:19 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023646669685104641
Donald J. Trump,"...accurately. 90% of media coverage of my Administration is negative, despite the tremendously positive results we are achieving, it’s no surprise that confidence in the media is at an all time low! I will not allow our great country to be sold out by anti-Trump haters in the...",Sun Jul 29 19:09:18 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023646665851449345
Donald J. Trump,"When the media - driven insane by their Trump Derangement Syndrome - reveals internal deliberations of our government, it  truly puts the lives of many, not just journalists, at risk! Very unpatriotic! Freedom of the press also comes with a responsibility to report the news...",Sun Jul 29 19:09:17 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023646663590797312
Donald J. Trump,"There is No Collusion! The Robert Mueller Rigged Witch Hunt, headed now by 17 (increased from 13, including an Obama White House lawyer) Angry Democrats, was started by a fraudulent Dossier, paid for by Crooked Hillary and the DNC. Therefore, the Witch Hunt is an illegal Scam!",Sun Jul 29 19:35:14 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023653191974625280
Donald J. Trump,"Is Robert Mueller ever going to release his conflicts of interest with respect to President Trump, including the fact that we had a very nasty & contentious business relationship, I turned him down to head the FBI (one day before appointment as S.C.) & Comey is his close friend..",Sun Jul 29 20:12:15 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023662510371741696
Donald J. Trump,"....Also, why is Mueller only appointing Angry Dems, some of whom have worked for Crooked Hillary, others, including himself, have worked for Obama....And why isn’t Mueller looking at all of the criminal activity & real Russian Collusion on the Democrats side-Podesta, Dossier?",Sun Jul 29 20:20:39 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023664624259014656
Donald J. Trump,RT @Scavino45: “@realDonaldTrump tells @ICEgov agents: ‘We always will stand with you’” https://t.co/o1P17H7IVq,Sun Jul 29 23:04:20 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023705815507763200
Donald J. Trump,"We must have Border Security, get rid of Chain, Lottery, Catch & Release Sanctuary Cities - go to Merit based Immigration. Protect ICE and Law Enforcement and, of course, keep building, but much faster, THE WALL!",Mon Jul 30 11:57:34 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023900404352991232
Donald J. Trump,"RT @GOPChairwoman: “David Burritt, U.S. Steel's president and CEO, said the company was experiencing a ‘renaissance’ and credited @realDona…",Mon Jul 30 12:06:39 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023902692534571013
Donald J. Trump,"Why should I, as President of the United States, allow countries to continue to make Massive Trade Surpluses, as they have for decades, while our Farmers, Workers & Taxpayers have such a big and unfair price to pay? Not fair to the PEOPLE of America! $800 Billion Trade Deficit...",Mon Jun 11 01:17:17 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005982266496094209
Donald J. Trump,....And add to that the fact that the U.S. pays close to the entire cost of NATO-protecting many of these same countries that rip us off on Trade (they pay only a fraction of the cost-and laugh!). The European Union had a $151 Billion Surplus-should pay much more for Military!,Mon Jun 11 01:29:29 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005985339121504256
Donald J. Trump,"Fair Trade is now to be called Fool Trade if it is not Reciprocal. According to a Canada release, they make almost 100 Billion Dollars in Trade with U.S. (guess they were bragging and got caught!). Minimum is 17B. Tax Dairy from us at 270%. Then Justin acts hurt when called out!",Mon Jun 11 01:05:07 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005979207544000512
Donald J. Trump,"RT @Scavino45: President @realDonaldTrump and the Prime Minister of Italy, @GiuseppeConteIT at the #G7Summit in Canada... https://t.co/lju3…",Mon Jun 11 00:54:44 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005976591451770880
Donald J. Trump,"PM Justin Trudeau of Canada acted so meek and mild during our @G7 meetings only to give a news conference after I left saying that, “US Tariffs were kind of insulting” and he “will not be pushed around.” Very dishonest & weak. Our Tariffs are in response to his of 270% on dairy!",Sat Jun 09 23:04:54 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005586562959093760
Donald J. Trump,"Based on Justin’s false statements at his news conference, and the fact that Canada is charging massive Tariffs to our U.S. farmers, workers and companies, I have instructed our U.S. Reps not to endorse the Communique as we look at Tariffs on automobiles flooding the U.S. Market!",Sat Jun 09 23:03:16 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005586152076689408
Donald J. Trump,…Create peace and great prosperity for his land. I look forward to meeting him and have a feeling that this one-time opportunity will not be wasted!,Sat Jun 09 20:58:15 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005554692133249026
Donald J. Trump,I am on my way to Singapore where we have a chance to achieve a truly wonderful result for North Korea and the World. It will certainly be an exciting day and I know that Kim Jong-un will work very hard to do something that has rarely been done before...,Sat Jun 09 20:58:14 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005554687678922752
Donald J. Trump,"The United States will not allow other countries to impose massive Tariffs and Trade Barriers on its farmers, workers and companies. While sending their product into our country tax free. We have put up with Trade Abuse for many decades — and that is long enough.",Sat Jun 09 20:57:12 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005554429087514624
Donald J. Trump,"...U.S.A. Trade. They fully understand where I am coming from. After many decades, fair and reciprocal Trade will happen!",Sat Jun 09 20:56:34 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005554268009422849
Donald J. Trump,Just left the @G7 Summit in beautiful Canada. Great meetings and relationships with the six Country Leaders especially since they know I cannot allow them to apply large Tariffs and strong barriers to...,Sat Jun 09 20:56:33 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005554263601250304
Donald J. Trump,"Just met the new Prime Minister of Italy, @GiuseppeConteIT, a really great guy. He will be honored in Washington, at the @WhiteHouse, shortly. He will do a great job - the people of Italy got it right!",Sat Jun 09 20:43:08 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005550889422110721
Donald J. Trump,"Henry McMaster loves the people of South Carolina and was with me from the beginning. He is strong on Crime and Borders, great for our Military and our Vets. He is doing a fantastic job as your Governor, and has my full endorsement, a special guy. Vote on Tuesday!",Sat Jun 09 20:33:56 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005548570332631040
Donald J. Trump,".@G7 Press Briefing in Charlevoix, Canada, prior to departing for Singapore! https://t.co/75y1SXuwuU",Sat Jun 09 16:00:25 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005479740000624640
Donald J. Trump,RT @g7: Day 1 of #G7Charlevoix in 60 seconds. https://t.co/U6jA8ylIgm,Sat Jun 09 04:23:24 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005304330952425472
Donald J. Trump,I am heading for Canada and the G-7 for talks that will mostly center on the long time unfair trade practiced against the United States. From there I go to Singapore and talks with North Korea on Denuclearization. Won’t be talking about the Russian Witch Hunt Hoax for a while!,Fri Jun 08 11:22:44 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005047468705439744
Donald J. Trump,My thoughts and prayers are with the families of our serviceman who was killed and his fellow servicemen who were wounded in Somalia. They are truly all HEROES.,Sat Jun 09 04:22:10 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005304018741035008
Donald J. Trump,"Congratulations to the Washington Capitals on their GREAT play and winning the Stanley Cup Championship. Alex Ovechkin, the team captain, was spectacular - a true Superstar! D.C. is popping, in many ways. What a time!",Fri Jun 08 11:12:57 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005045008746057728
Donald J. Trump,"Looking forward to straightening out unfair Trade Deals with the G-7 countries. If it doesn’t happen, we come out even better!",Fri Jun 08 10:25:35 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005033088202756097
Donald J. Trump,"Canada charges the U.S. a 270%  tariff on Dairy Products! They didn’t tell you that, did they? Not fair to our farmers!",Fri Jun 08 10:16:39 +0000 2018,,https://twitter.com/realDonaldTrump/status/1005030839019802625
Donald J. Trump,It is my great honor to welcome Prime Minister @GiuseppeConteIT of Italy to the @WhiteHouse! Join us at 2:00pmE for our joint press conference: https://t.co/XAchZ3zUSe https://t.co/5t4QVsKKqH,Mon Jul 30 17:22:27 +0000 2018,,https://twitter.com/realDonaldTrump/status/1023982166781448193
Donald J. Trump,🇺🇸🇮🇹 https://t.co/1SSUCRtMEE,Mon Jul 30 19:31:31 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024014645940633601
Donald J. Trump,Congratulations to General John Kelly. Today we celebrate his first full year as @WhiteHouse Chief of Staff! https://t.co/JWCaJ3GhHV,Mon Jul 30 21:20:37 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024042102886465536
Donald J. Trump,"Congratulations to Judge Jeanine on the tremendous success of her new #1 best-selling book, “Liars, Leakers, and Liberals – The Case Against the Anti-Trump Conspiracy!”",Mon Jul 30 22:31:20 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024059897221206022
Donald J. Trump,"RT @realDonaldTrump: ...John is strong on crime and borders, loves our Military, our Vets and our Second Amendment. He will be a star. He h…",Mon Jul 30 22:29:06 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024059335926837248
Donald J. Trump,"RT @realDonaldTrump: .@JohnJamesMI, who is running in the Republican Primary in the great state of Michigan, is SPECTACULAR! Vote on August…",Mon Jul 30 22:29:05 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024059330159681536
Donald J. Trump,"...your Social Security and Medicare! Cast your early vote, or vote on August 7th, Election Day. He has my full and total Endorsement!",Mon Jul 30 22:28:21 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024059145564160000
Donald J. Trump,".@Troy_Balderson of Ohio is running for Congress - so important to the Republican Party. Troy is strong on crime and Borders, loves our Military, our Vets and our Second Amendment. Troy will strongly protect...",Mon Jul 30 22:28:20 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024059143110451205
Donald J. Trump,"Thank you to @RandPaul for your YES on a future great Justice of the Supreme Court, Brett Kavanaugh. Your vote means a lot to me, and to everyone who loves our Country!",Mon Jul 30 22:36:02 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024061082640502785
Donald J. Trump,"...that Open Borders, large scale Crime, and abolishing ICE is good for them, we must get smart and finally do what must be done for the Safety and Security of our Country!",Mon Jul 30 22:34:22 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024060659594670082
Donald J. Trump,"Illegal immigration is a top National Security problem. After decades of playing games, with the whole World laughing at the stupidity of our immigration laws, and with Democrats thinking...",Mon Jul 30 22:34:21 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024060658072076295
Donald J. Trump,"Congratulations to our new @DeptVetAffairs Secretary, Robert Wilkie! https://t.co/6erqWJzuiK",Mon Jul 30 22:44:12 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024063136696025100
Donald J. Trump,"A highly respected Federal judge today stated that the “Trump Administration gets great credit” for reuniting illegal families. Thank you, and please look at the previous administrations record - not good!",Tue Jul 31 00:56:16 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024096373917016064
Donald J. Trump,MAKING AMERICA GREAT AGAIN! https://t.co/OnMGXvldVT,Tue Jul 31 02:01:02 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024112670427889664
Donald J. Trump,"The globalist Koch Brothers, who have become a total joke in real Republican circles, are against Strong Borders and Powerful Trade. I never sought their support because I don’t need their money or bad ideas. They love my Tax & Regulation Cuts, Judicial picks & more. I made.....",Tue Jul 31 10:14:18 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024236805477097472
Donald J. Trump,"....them richer. Their network is highly overrated, I have beaten them at every turn. They want to protect their companies outside the U.S. from being taxed, I’m for America First & the American Worker - a puppet for no one. Two nice guys with bad ideas. Make America Great Again!",Tue Jul 31 10:23:41 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024239166429769729
Donald J. Trump,RT @dougmillsnyt: .@realDonaldTrump pumps his fist after his new Secretary of Veterans Affairs  Robert Wilkie is sworn-in by @VP Mike Pence…,Tue Jul 31 10:29:59 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024240754477162496
Donald J. Trump,"RT @dougmillsnyt: .@realDonaldTrump walks with Giuseppe Conte, Prime Minister of the Italy following a joint news conference in the East Ro…",Tue Jul 31 10:30:23 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024240854779744256
Donald J. Trump,Rush Limbaugh is a great guy who truly gets it!,Tue Jul 31 10:50:28 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024245909239021568
Donald J. Trump,"One of the reasons we need Great Border Security is that Mexico’s murder rate in 2017 increased by 27% to 31,174 people killed, a record! The Democrats want Open Borders. I want Maximum Border Security and respect for ICE and our great Law Enforcement Professionals! @FoxNews",Tue Jul 31 11:00:41 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024248479386923009
Donald J. Trump,"Collusion is not a crime, but that doesn’t matter because there was No Collusion (except by Crooked Hillary and the Democrats)!",Tue Jul 31 11:58:58 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024263146008207361
Donald J. Trump,"I am looking into 3-D Plastic Guns being sold to the public. Already spoke to NRA, doesn’t seem to make much sense!",Tue Jul 31 12:03:30 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024264286418489345
Donald J. Trump,"Will be in Tampa tonight. A big year for @RepDeSantis, who will be a great governor for Florida. Strong on Crime, Borders and our 2nd Amendment. Big help on Tax & Regulation Cuts. Loves our Military & our Vets. Has my Full & Total Endorsement!",Tue Jul 31 12:21:48 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024268892942856192
Donald J. Trump,"The Fake News Media is going CRAZY! They are totally unhinged and in many ways, after witnessing first hand the damage they do to so many innocent and decent people, I enjoy watching. In 7 years, when I am no longer in office, their ratings will dry up and they will be gone!",Tue Jul 31 13:34:47 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024287257975566338
Donald J. Trump,"Congressman David Kustoff has been a champion for the Trump Agenda - I greatly appreciate his support. David is strong on crime and borders, loves our Military, Vets and Second Amendment. Get out and vote for David on Thursday, August 2nd. He has my Full and Total Endorsement!",Tue Jul 31 17:09:50 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024341376509599745
Donald J. Trump,".@SenJohnBarrasso has a Primary on August 21st. He doesn’t need any help because he is absolutely outstanding in every way, but I hope the great people of Wyoming will go out and show their support anyway. John is absolutely top of the line & has my Complete & Total Endorsement!",Tue Jul 31 17:13:32 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024342307624103937
Donald J. Trump,"...Border Security is National Security, and National Security is the long-term viability of our Country. A Government Shutdown is a very small price to pay for a safe and Prosperous America!",Tue Jul 31 17:33:48 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024347409483292672
Donald J. Trump,"I don’t care what the political ramifications are, our immigration laws and border security have been a complete and total disaster for decades, and there is no way that the Democrats will allow it to be fixed without a Government Shutdown...",Tue Jul 31 17:33:47 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024347406887014404
Donald J. Trump,“Worker pay rate hits highest level since 2008” https://t.co/pMDxHQqcg9,Tue Jul 31 20:39:22 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024394107404279808
Donald J. Trump,"On my way to Tampa, Florida. Look forward to seeing everyone soon! https://t.co/BSB6IjBK7r",Tue Jul 31 20:49:25 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024396639216140288
Donald J. Trump,RT @WhiteHouse: President Trump Delivers Remarks on Workforce Development https://t.co/nE2kMxkHyw,Tue Jul 31 22:50:10 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024427023748485120
Donald J. Trump,"Thank you Florida. I love you!
https://t.co/M5T81DZVUU",Wed Aug 01 00:24:25 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024450744198553600
Donald J. Trump,RT @EricTrump: #Truth @Acosta https://t.co/aCfFoeqL1f,Wed Aug 01 01:37:04 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024469028620795904
Donald J. Trump,"“FBI Agent Peter Strzok (on the Mueller team) should have recused himself on day one. He was out to STOP THE ELECTION OF DONALD TRUMP. He needed an insurance policy. Those are illegal, improper goals, trying to influence the Election. He should never, ever been allowed to........",Wed Aug 01 13:03:08 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024641683600879616
Donald J. Trump,.....remain in the FBI while he himself was being investigated. This is a real issue. It won’t go into a Mueller Report because Mueller is going to protect these guys. Mueller has an interest in creating the illusion of objectivity around his investigation.” ALAN DERSHOWITZ....,Wed Aug 01 13:15:24 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024644767924334593
Donald J. Trump,"..This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further. Bob Mueller is totally conflicted, and his 17 Angry Democrats that are doing his dirty work are a disgrace to USA!",Wed Aug 01 13:24:03 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024646945640525826
Donald J. Trump,"Paul Manafort worked for Ronald Reagan, Bob Dole and many other highly prominent and respected political leaders. He worked for me for a very short time. Why didn’t government tell me that he was under investigation. These old charges have nothing to do with Collusion - a Hoax!",Wed Aug 01 13:34:03 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024649463435067398
Donald J. Trump,"Russian Collusion with the Trump Campaign, one of the most successful in history, is a TOTAL HOAX. The Democrats paid for the phony and discredited Dossier which was, along with Comey, McCabe, Strzok and his lover, the lovely Lisa Page, used to begin the Witch Hunt. Disgraceful!",Wed Aug 01 14:01:53 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024656465158721536
Donald J. Trump,"“We already have a smocking gun about a campaign getting dirt on their opponent, it was Hillary Clinton. How is it OK for Hillary Clinton to proactively seek dirt from the Russians but the Trump campaign met at the Russians request and that is bad?” Marc Thiessen, Washington Post",Wed Aug 01 15:23:13 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024676935065120768
Donald J. Trump,"Looking back on history, who was treated worse, Alfonse Capone, legendary mob boss, killer and “Public Enemy Number One,” or Paul Manafort, political operative & Reagan/Dole darling, now serving solitary confinement - although convicted of nothing? Where is the Russian Collusion?",Wed Aug 01 15:35:47 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024680095343108097
Donald J. Trump,"“We already have a smoking gun about a campaign getting dirt on their opponent, it was Hillary Clinton. How is it OK for Hillary Clinton to proactively seek dirt from the Russians but the Trump campaign met at the Russians request and that is bad?” Marc Thiessen, Washington Post",Wed Aug 01 15:56:31 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024685313778741250
Donald J. Trump,It was my great honor to be joined by leading pastors and faith leaders from across our Nation today at the @WhiteHouse! https://t.co/6sS1zGA1p7,Wed Aug 01 18:55:56 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024730466530865152
Donald J. Trump,#PledgeToAmericasWorkers https://t.co/qIJQfQ3bos,Wed Aug 01 19:22:01 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024737031686156289
Donald J. Trump,"Join me tomorrow night at 7pmE in Wilkes-Barre Township, Pennsylvania for a MAKE AMERICA GREAT AGAIN RALLY! Tickets: https://t.co/dR6EzS3Q8L https://t.co/c52kIxvdF7",Wed Aug 01 21:04:18 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024762772733796353
Donald J. Trump,"“Private payrolls boom in July, increasing by 219,000 vs 185,000 estimate: ADP” https://t.co/SeU9kGpima",Wed Aug 01 21:16:11 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024765763775815695
Donald J. Trump,Incredibly beautiful ceremony as U.S. Korean War remains are returned to American soil. Thank you to Honolulu and all of our great Military participants on a job well done. A special thanks to Vice President Mike Pence on delivering a truly magnificent tribute!,Thu Aug 02 03:32:14 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024860399458508800
Donald J. Trump,RT @realDonaldTrump: “Worker pay rate hits highest level since 2008” https://t.co/pMDxHQqcg9,Thu Aug 02 03:40:24 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024862451748229125
Donald J. Trump,"Congratulations to  @GreggJarrett on The TREMENDOUS success of his just out book, “The Russia Hoax, The Illicit Scheme To Clear Hillary Clinton & Frame Donald Trump.” Already number one on Amazon. Hard work from a brilliant guy. It’s the Real Story of the Rigged Witch Hunt!",Thu Aug 02 04:38:15 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024877011775500290
Donald J. Trump,"Thank you to Chairman Kim Jong Un for keeping your word & starting the process of sending home the remains of our great and beloved missing fallen! I am not at all surprised that you took this kind action. Also, thank you for your nice letter - l look forward to seeing you soon!",Thu Aug 02 04:47:25 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024879317577285633
Donald J. Trump,"Charles Koch of Koch Brothers, who claims to be giving away millions of dollars to politicians even though I know very few who have seen this (?), now makes the ridiculous statement that what President Trump is doing is unfair to “foreign workers.” He is correct, AMERICA FIRST!",Thu Aug 02 10:38:15 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024967606577573891
Donald J. Trump,"Wow, @foxandfriends is blowing away the competition in the morning ratings. Morning Joe is a dead show with very few people watching and sadly, Fake News CNN is also doing poorly. Too much hate and inaccurately reported stories - too predictable!",Thu Aug 02 11:04:04 +0000 2018,,https://twitter.com/realDonaldTrump/status/1024974107337781248
Donald J. Trump,"Working hard, thank you! https://t.co/pNXbFNcf8z",Thu Aug 02 17:23:50 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025069677108711424
Donald J. Trump,Congressman Steve Stivers of Ohio has done a fantastic job as Chairman of the @NRCC. He is a great Congressman who is tough on crime & borders & an inspiration to our Military & Vets. Big on 2nd Amendment. Get out and vote for Steve on Aug 7th. He has my full & total endorsement!,Thu Aug 02 18:45:49 +0000 2018,,https://twitter.com/realDonaldTrump/status/1025090307187257344
